SMILES,ID,pH
O=C(NC1=C(C=C(C=C1C)C)C)CN(CC)CC,R7899,12.5
O=C(NC1=C(C=C(C=C1C)C)C)CN(CC)CC,R7900,7
O=C(NC1=C(C=C(C=C1C)C)C)CN(CC)CC,R7901,5.5
O=C(NC1=C(C=C(C=C1C)C)C)CN(CC)CC,R7902,3
CCN(CC)CCN(C=O)C1=C(C)C=CC=C1C,R7903,4.8
CCN(CC)C(C)C(=O)NC1=C(C)C=CC=C1C,R7904,7.4
O=C1CCCC2C3CCCN4(=O)CCCC(CN12)C34,R7905,7.4
O=C1CCCC2C3CCCN4(=O)CCCC(CN12)C34,R7906,7.4
O=C1CCCC2C3CCCN4(=O)CCCC(CN12)C34,R7907,10
O=C1CCCC2C3CCCN4(=O)CCCC(CN12)C34,R7908,7.5
CC(=O)NC(CC12CC3CC(CC(C3)C1)C2)C(N)=O,R7909,7.1
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,R7910,6
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,R7911,6.4
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,R7912,9
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,R7913,8
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,R7914,7.4
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,R7915,7.4
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,R7916,7.4
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,R7917,7
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,R7918,12.5
CC(C)(NC(O)CON=C(C1CC1)C2CC2)C#C,R7919,7.4
CC(C)C(=O)NCCNCC(O)COC1=CC=CC=C1,R7920,7
CCCOC1=CC(C)=C(NC(=O)OCCN(C)C)C=C1,R7921,7.2
CCN(CC)CCNC(=O)COC1=CC=C(OC)C=C1,R7922,7.4
CCCN1C(=O)C(SC1=CC(=O)OCC)N2CCCCC2,R7923,7.4
CCCCCCCCCCOC(=O)C1=CC(=O)NC(=O)N1,R7924,1.2
CCOC(=O)NC1=CC=CC=C1OCC(O)CNC(C)C,R7925,7.2
CCOC(=O)NC1=CC(OCC(O)CNC(C)C)=CC=C1,R7926,7.2
CCOC(=O)NC1=CC=C(OCC(O)CNC(C)C)C=C1,R7927,7.2
CCN(CC)CCNC(=O)C1=C(OC)C=CC(=C1)S(C)(=O)=O,R7928,7.4
CCN(CC)CCNC(=O)C1=C(OC)C=CC(=C1)S(C)(=O)=O,R7929,7.4
CCN(CC)CCNC(=O)C1=C(OC)C=CC(=C1)S(C)(=O)=O,R7930,8
CCN(CC)CCNC(=O)C1=C(OC)C=CC(=C1)S(C)(=O)=O,R7931,7.4
CCN(CC)CCNC(=O)C1=C(OC)C=CC(=C1)S(C)(=O)=O,R7932,7.4
COCCOCCN(CCOC)CC1=CC2=C(S1)SC(=C2)S(N)(=O)=O,R7933,7.4
CN1CCN(CC1)C(=O)C2CCCCC2C(=O)NCC#N,R7934,7.4
CC(C)NC(=O)NS(=O)(=O)C1=CN=CC=C1NC2CCCCC2,R7935,7.4
CCN1CCC(CNC(=O)C2=C(OC)C=C(N)C(=C2)S(N)(=O)=O)C1,R7936,7.4
CCCC1=NC(NCN2CCCC2=O)=NC(=N1)N3CCOCC3,R7937,7.4
CCCC(=O)OCN1C=NC(CSCCNC(NC)=NC#N)=C1C,R7938,7.4
CCCCOC(=O)N1C=NC(CSCCNC(NC)=NC#N)=C1C,R7939,7.4
CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,R7940,7.4
CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,R7941,6
CCCCCCCCCCON1C(=O)NC(C)=C(Br)C1=O,R7942,7.3
CN(C)CCCC1=CC=C(C(C)(C)C)C=C1,R7943,7.4
CCC(C)(C)C1=CC=C(OCCN(C)C)C=C1,R7944,7.4
CC(C)(C)NCC(O)COCCC1=CC=CC=C1,R7945,7
CC(C)NCC(O)COCCCC1=CC=CC=C1,R7946,7
CCCCC1=CC(OC)=C(CC(C)N)C=C1OC,R7947,8
COC1=CC(CC(C)N)=C(OC)C=C1C(C)(C)C,R7948,8
CC(C)NCC(O)COC1=CC(C)=C(C)C(C)=C1,R7949,7
COC1=C(CCC(O)CNC(C)(C)C)C=CC=C1,R7950,7.4
CCCC1=CC=CC=C1OCC(O)CNC(C)C,R7951,7.4
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7952,7
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7953,7.4
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7954,7.4
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7955,7
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7956,7
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7957,7.4
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7958,7.4
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7959,7.4
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7960,7.4
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7961,7.4
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7962,13
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7963,7.4
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7964,7.4
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7965,7.4
O(C[C@H](O)CNC(C)C)C1=CC=C(CCOC)C=C1,R7966,7.3
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7967,4.5
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7968,2
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7969,6.6
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7970,8.5
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7971,11
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7972,3
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7973,11
CC(C)(C)NCC(O)COCCOC1=CC=CC=C1,R7974,7
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,R7975,7.4
COC1=CC=C(OC)C(=C1)C(O)C(C)NC(C)(C)C,R7976,7.4
CC(O)C(C)(C)C(O)C(=O)OCC1=CCN2(=O)CCC(O)C12,R7977,7.4
CSC(=NOC(=O)N(C)COC1OC(C(O)C(O)C1O)C(O)=O)C(=O)N(C)C,R7978,2
CCCCC1=NC(NC2C=C2)=NC(=N1)N3CCC(O)CC3,R7979,7.4
CC1=C(CSCCNC(=N)CCSCC2=C(C)NC=N2)N=CN1,R7980,9
C1CCN2CC3CC(CN4CCCCC34)C2C1,R7981,8.3
OC(CNC1CCCC1)CON=C(C2CC2)C3CC3,R7982,7.4
CCCCOC(=O)C(CC)C(O)CC1=CN=CN1C,R7983,7.4
CCCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,R7984,7.4
CCCCCCCCCCNC(=O)C1=C(C(C)=NN1)N(=O)=O,R7985,1
CCC(CC)OC1C=C(CC(NC(N)=N)C1NC(C)=O)C(O)=O,R7986,7.4
CCC(CC)OC1C=C(CC(NC(N)=N)C1NC(C)=O)C(O)=O,R7987,7.4
CC(=O)OC(CNC(C)(C)C)COC1=NSN=C1N2CCOCC2,R7988,7.4
CCCC1=NC(NCCC(=O)N(C)C)=NC(=N1)N2CCOCC2,R7989,7.4
CC1(C)CC(CN2CCCCC2)=CC(C)(C)N1O,R7990,7
CC1(C)CC(CN2CCCCC2)=CC(C)(C)N1O,R7991,12
CCCCCCNC(=O)C(CC1=CNC=N1)NC(=O)CCN,R7992,7.4
CCC(C)C(NC(=O)C(NC(C)=O)C(C)C)C(=O)NCC(N)=O,R7993,7
CC(C)C(NC(=O)C(C)NC(=O)C(NC(C)=O)C(C)C)C(N)=O,R7994,7
CC(NC(C)=O)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)(C)C,R7995,7.3
CC(NC(C)=O)C(=O)NC(C)C(=O)NC(C)(C)C,R7996,7.2
CSCCC(NC(=O)C(C)NC(C)=O)C(=O)NC(C(C)C)C(N)=O,R7997,7
CCOP(O)(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,R7998,7.4
CC(C)CC(N)C(=O)NC(C)C(=O)NC(CC(C)C)C(O)=O,R7999,7
CCC(C)C(N)C(=O)NC(CO)C(=O)NC(CC(C)C)C(O)=O,R8000,7
CC(C)CC(N)C(=O)NC(CO)C(=O)NC(CC(C)C)C(O)=O,R8001,7
CCC(C)C(N)C(=O)NC(CO)C(=O)NC(C(C)CC)C(O)=O,R8002,7
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(N)CO)C(O)=O,R8003,7
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(N)CO)C(O)=O,R8004,7
CC(C)CC(NC(=O)C(NC(=O)C(N)C(C)O)C(C)C)C(O)=O,R8005,7
FC1=CC=C2N=C(N3C=NC=N3)N(C(=O)C2=C1)C4=CC=C(Cl)C=C4Cl,R8006,5.6
C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,R8007,7.4
FC1=C(NC2=C3C=C(NC(=O)CCl)C=CC3=NC=N2)C=C(Cl)C(Cl)=C1,R8008,7.4
FC1=CC=C(C=N1)C2=CC3=C(C=C2)C4=CN=CC=C4N3,R8009,7.4
FC(F)(F)C1=C(C=CC=C1)C2=NCC(=O)NC3=C2C=C(C=C3)N(=O)=O,R8010,7.4
COC1=C2C(=O)C3=CC=CC=C3C(=O)C2=CC(O)=C1C=O,R8011,7.4
FC(F)(F)C1=CC=CC(=C1)C2=NCC(=O)NC3=C2C=CC=C3,R8012,7.4
COC1=CC=CC(=C1)C2=C(O)C3=C(I)C=C(Cl)C=C3NC2=O,R8013,7.4
COC1=CC=C2NC3=C(C=NC4=CC(Cl)=CC=C34)C2=C1,R8014,1.2
OC(=O)CCC1=CC=C(C=C1)C#CC2=CC(Cl)=NC(Cl)=C2,R8015,7.4
CN1C(=O)N=C(C2=C1C=CC(Cl)=C2)C3=C(Cl)C=CC=C3Cl,R8016,7.4
FC(F)(F)C1=CC2=C(NC(=O)CN=C2C3=CC=CC=C3)C=C1,R8017,7.4
FC(F)(F)C1=CC=C(C=C1)C2=NCC(=O)NC3=C2C=CC=C3,R8018,7.4
FC(F)(F)C1=C(C=CC=C1)C2=NCC(=O)NC3=C2C=CC=C3,R8019,7.4
IC1=CC=C2C=C(OC2=C1)C=CC3=CC=CC=C3,R8020,7.4
IC1=CC=C2C=C(SC2=C1)C=CC3=CC=CC=C3,R8021,7.4
IC1=CC=C(/C=C/C2=CC=C(S2)C3=CC=CS3)C=C1,R8022,7.4
O=C1CN=C(C2=CC=CC=C2)C3=C(N1)C=CC(=C3)C#N,R8023,7.4
ClC1=CC2=C(N(C(=O)CN=C2C=3C(F)=CC=CC3)C)C=C1,R8024,7.4
CN1C2=C(C=C(F)C=C2)C(=NCC1=O)C3=CC=C(Cl)C=C3,R8025,7.4
CC(C(O)=O)C1=CC=C2OC(=NC2=C1)C3=CC=C(Cl)C=C3,R8026,7.4
COC1=CC=CC(=C1)C2=C(O)C3=CC=C(Cl)C=C3NC2=O,R8027,7.4
CC1N=C(C2=C(Cl)C=CC=C2)C3=C(NC1=O)C=CC(=C3)N(=O)=O,R8028,7.4
CC1N=C(C2=C(Cl)C=CC=C2)C3=C(NC1=O)C=CC(=C3)N(=O)=O,R8029,7.4
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=C(Cl)C=CC=C3,R8030,7.4
CN1C2=C(C=C(I)C=C2)C(=NCC1=O)C3=C(F)C=CC=C3,R8031,7.4
CN1C2=C(C=C(C=C2)N(=O)=O)C(=NCC1=O)C3=C(F)C=CC=C3,R8032,8
CN1C2=C(C=C(C=C2)N(=O)=O)C(=NCC1=O)C3=C(F)C=CC=C3,R8033,4
CN1C2=C(C=C(C=C2)N(=O)=O)C(=NCC1=O)C3=C(F)C=CC=C3,R8034,7.4
CN1C2=C(C=C(C=C2)N(=O)=O)C(=NCC1=O)C3=C(F)C=CC=C3,R8035,7.4
CN1C2=C(C=C(C=C2)N(=O)=O)C(=NCC1=O)C3=CC=CC=C3F,R8036,7.5
CN1C2=C(C(F)=CC=C2)C(=NCC1=O)C3=CC=CC=C3F,R8037,7.4
IC1=CC=C(CN(N2C=NN=C2)C3=CC=C(C=C3)C#N)C=C1,R8038,7.4
CN1C2=NC3=CC=CC=C3C2=CC4=C1C=CC=C4,R8039,2.2
CN1C2=NC3=CC=CC=C3C2=CC4=C1C=CC=C4,R8040,5
CN1C2=NC3=CC=CC=C3C2=CC4=C1C=CC=C4,R8041,9
CC1=C2C(NC3=CC=CC=C23)=NC4=CC=CC=C14,R8042,2.2
CC1=C2C(NC3=CC=CC=C23)=NC4=CC=CC=C14,R8043,5
CC1=C2C(NC3=CC=CC=C23)=NC4=CC=CC=C14,R8044,9
OC1=C(/N=N/C2=CC=CC=C2)C=3C(C=C1)=CC=CC3,R8045,7.4
O=C1NC(=O)C(C(=O)N1)(C2=CC=CC=C2)C3=CC=CC=C3,R8046,3
O=C1NC(=NC#N)NC1(C2=CC=CC=C2)C3=CC=CC=C3,R8047,7.4
O=C1C(CC2=CC=CC=C12)=CC3=CC=CC=C3,R8048,7.4
O1C(C2=CC=C(OC)C=C2)=CC(=O)C=3C1=CC=CC3,R8049,7.4
COC1=C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,R8050,7.4
COC1=C2C(=O)C=C(OC2=CC=C1)C3=CC=CC=C3,R8051,7.4
COC1=CC=C2OC(=CC(=O)C2=C1)C3=CC=CC=C3,R8052,7.4
COC1=CC=C2C(=O)C=C(OC2=C1)C3=CC=CC=C3,R8053,7.4
COC1=CC=CC=C1C2=CC(=O)C3=CC=CC=C3O2,R8054,7.4
COC1=CC(=CC=C1)C2=CC(=O)C3=CC=CC=C3O2,R8055,7.4
OC(=O)CC1=CC=C2SCC3=C(C=CC=C3)C(=O)C2=C1,R8056,7.3
COC1=C2C(=O)C3=CC=CC=C3C(=O)C2=CC(O)=C1C,R8057,7.4
COC1=C2C(=O)C3=CC=C(O)C=C3C(=O)C2=CC=C1C,R8058,7.4
O1C2=C(C(=O)C=C1C3=CC=CC=C3)C=CC(OC)=C2O,R8059,7.4
COC1=CC2=C(C(O)=C1)C(=O)C3=C(O)C=C(C)C=C3C2=O,R8060,3.1
COC1=C2C(=O)C3=CC=CC=C3C(=O)C2=CC(O)=C1CO,R8061,7.4
COC1=C(O)C=C2OC=C(C(=O)C2=C1)C3=CC=C(O)C=C3,R8062,7.4
COC1=CC=C(C=C1)C2=CC(=O)C3=C(O)C(O)=C(O)C=C3O2,R8063,10
COC1=CC=C(C=C1)C2=CC(=O)C3=C(O)C(O)=C(O)C=C3O2,R8064,10
COC1=CC=C(C=C1)C2=CC(=O)C3=C(O)C(O)=C(O)C=C3O2,R8065,1
COC1=C2C(=O)C=C(OC2=CC(O)=C1O)C3=CC=C(O)C=C3,R8066,10
COC1=C2C(=O)C=C(OC2=CC(O)=C1O)C3=CC=C(O)C=C3,R8067,1
COC1=C(O)C=C2OC(=CC(=O)C2=C1O)C3=CC=C(O)C=C3,R8068,10
COC1=C(O)C=C2OC(=CC(=O)C2=C1O)C3=CC=C(O)C=C3,R8069,1
COC1=C(O)C(O)=C2C(=O)C=C(OC2=C1)C3=CC=C(O)C=C3,R8070,10
COC1=C(O)C(O)=C2C(=O)C=C(OC2=C1)C3=CC=C(O)C=C3,R8071,1
CC(N(C(=O)C1=CC=CC=C1)C2=CC=C(F)C(Cl)=C2)C(O)=O,R8072,1
CC1=C(C=CC=C1)C2=NCC(=O)NC3=C2C=C(Cl)C=C3,R8073,7.4
ClC1=CC=2C(=NC(C(=O)NC2C=C1)C)C3=CC=CC=C3,R8074,7.4
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8075,7.4
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8076,4
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8077,2.5
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8078,7.4
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8079,8
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8080,4
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8081,7.4
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8082,7.5
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8083,2
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8084,7
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8085,7.4
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8086,7.4
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8087,7
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8088,7.4
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3,R8089,7.4
COC1=CC=C(NC2=CC=NC3=C2C=CC(Cl)=C3)C=C1,R8090,3
COC1=CC=C(NC2=CC=NC3=C2C=CC(Cl)=C3)C=C1,R8091,1.2
COC1=CC=C(NC2=CC=NC3=C2C=CC(Cl)=C3)C=C1,R8092,1.2
OC1(N2CCN=C2C3=CC=CC=C13)C4=CC=C(Cl)C=C4,R8093,1
CSC1=C(C=CC=C1)C2=NCC(=O)NC3=C2C=C(Cl)C=C3,R8094,7.4
CN1C2=C(C=C(Cl)C=C2)N(C3=CC=CC=C3)C(=O)CC1=O,R8095,7.4
CN1C2=C(C=C(Cl)C=C2)N(C3=CC=CC=C3)C(=O)CC1=O,R8096,7.5
CN1C2=C(C=C(Cl)C=C2)N(C3=CC=CC=C3)C(=O)CC1=O,R8097,7.4
CN1C2=C(C=C(Cl)C=C2)N(C3=CC=CC=C3)C(=O)CC1=O,R8098,7
COC1=CC=CC(=C1)C2=NCC(=O)NC3=C2C=C(Cl)C=C3,R8099,7.4
COC1=C(C=CC=C1)C2=NCC(=O)NC3=C2C=C(Cl)C=C3,R8100,7.4
ClC1=CC2=C(N(C(=O)C(O)N=C2C3=CC=CC=C3)C)C=C1,R8101,4
ClC1=CC2=C(N(C(=O)C(O)N=C2C3=CC=CC=C3)C)C=C1,R8102,7.5
ClC1=CC2=C(N(C(=O)C(O)N=C2C3=CC=CC=C3)C)C=C1,R8103,7.4
ClC1=CC2=C(N(C(=O)C(O)N=C2C3=CC=CC=C3)C)C=C1,R8104,7.4
ClC1=CC2=C(N(C(=O)C(O)N=C2C3=CC=CC=C3)C)C=C1,R8105,7.4
OC(=O)COC(=O)CC1=CC=CC=C1NC2=C(Cl)C=CC=C2Cl,R8106,6.6
OC(=O)COC(=O)CC1=CC=CC=C1NC2=C(Cl)C=CC=C2Cl,R8107,7.4
ClC1=CC=CC(Cl)=C1C(=O)NC2=CC(NC(=O)C3CC3)=NC=C2,R8108,7.4
OCCONC(=O)C1=C(NC2=CC=C(I)C=C2F)C3=C(C=NS3)C=C1,R8109,7.4
OCCONC(=O)C1=C(NC2=CC=C(I)C=C2F)C3=CN=CC=C3O1,R8110,7.4
FCCOC1=CC=C(C=C1)C2=CC3=CC=CC=C3S2,R8111,7.4
CN1C(=O)NC(=O)C(CC=C)(C1=O)C2=CC=CC(=C2)C3(N=N3)C(F)(F)F,R8112,7.4
C(OC1=CC=CC2=CC=CN=C12)C3=CC=CC=C3,R8113,7.4
CCN1C=CC(C=C1)=C2C(=O)C3=CC=CC=C3C2=O,R8114,7.4
CC1=CC(C=C(C)N1)=C2C(=O)C3=CC=CC=C3C2=O,R8115,7.4
CN1C=CC(C=C1C)=C2C(=O)C3=CC=CC=C3C2=O,R8116,7.4
OC(=O)CC1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O,R8117,7.3
OC(=O)C1=CC=C(C=C1)N2C(SCC2=O)C3=CC=CC=C3,R8118,7.4
OC(=O)COC1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O,R8119,7.3
CC(C(O)=O)C1=CC2=C(OC3=NC(C)=CC=C3C2=O)C=C1,R8120,7.4
CC(C(O)=O)C1=CC2=C(OC3=NC=C(C)C=C3C2=O)C=C1,R8121,7.4
CC(C(O)=O)C1=CC2=C(OC3=NC=CC(C)=C3C2=O)C=C1,R8122,7.4
CN1C2=C(C=C(C=C2)N(=O)=O)C(=NCC1=O)C3=CC=CC=C3,R8123,7.4
COC(=O)NC1=NC2=CC(=CC=C2N1)C(=O)C3=CC=CC=C3,R8124,5
O=C1NC2=C(C(=NC1)C3=CC=CC=C3)C=C(N(=O)=O)C=C2C,R8125,7.4
O=S(=O)(NC1=NC=C(OC2=CC=CC=C2)C=N1)C3=CC=CC=C3,R8126,7.2
O=C(NC1=NC(NC(=O)C2=CC=CC=C2)=NN1)C3=CC=CC=C3,R8127,11
CC1=NN(C(NC2=CC=C(C=C2)N(=O)=O)=C1N(=O)=O)C3=CC=CC=C3,R8128,8.5
ClC1=CC2=C(N(O)C\C(\N=C2C=C1)=N\C)C3=CC=CC=C3,R8129,4
ClC1=CC2=C(N(O)C\C(\N=C2C=C1)=N\C)C3=CC=CC=C3,R8130,2
ClC1=CC2=C(N(O)C\C(\N=C2C=C1)=N\C)C3=CC=CC=C3,R8131,7.4
ClC1=CC2=C(N(O)C\C(\N=C2C=C1)=N\C)C3=CC=CC=C3,R8132,4
ClC1=CC2=C(N(O)C\C(\N=C2C=C1)=N\C)C3=CC=CC=C3,R8133,8
ClC1=CC2=C(N(O)C\C(\N=C2C=C1)=N\C)C3=CC=CC=C3,R8134,7.4
ClC1=CC2=C(N(O)C\C(\N=C2C=C1)=N\C)C3=CC=CC=C3,R8135,7.5
ClC1=CC2=C(N(O)C\C(\N=C2C=C1)=N\C)C3=CC=CC=C3,R8136,2
CC1=NC2=C(C=CC(NC3=C4N=CNC4=NC(Cl)=N3)=C2)N1CC=C,R8137,7.4
COC(=O)C(C)OC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1,R8138,7
OCCONC(=O)C1=C(NC2=CC=C(I)C=C2F)N3C=NC=C3C=C1,R8139,7.4
OCCONC(=O)C1=C(NC2=CC=C(I)C=C2F)C3=CN=CN3C=C1,R8140,7.4
FCCNC1=CC=C(C=C1)C2=CC3=CC=CC=C3S2,R8141,7.4
CN1C2=C(C=C(N)C=C2)C(=NCC1=O)C3=C(F)C=CC=C3,R8142,7.4
COC1=CC=C2C(=CC=CC2=C1C(F)(F)F)C(=S)N(C)CC(O)=O,R8143,7.4
CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2,R8144,7.4
CN(C)C1=CC=C(C=C1)C2=CC3=CC=C(I)C=C3O2,R8145,7.4
CN(C)C1=CC=C(C=C1)C2=CC3=CC(I)=CC=C3O2,R8146,7.4
CN(C)C1=CC=C(C=C1)C2=CN=C3C=C(I)C=CC3=N2,R8147,7.4
CN(C)C1=CC=C(C=C1)C2=NN=C(O2)C3=CC=C(I)C=C3,R8148,7.4
CN(C)C1=CC=C(C=C1)C2=NC(=NO2)C3=CC=C(I)C=C3,R8149,7.4
CN(C)C1=CC=C(C=CC2=NC3=CC=C(I)C=C3O2)C=C1,R8150,7.4
OC1CC(OC1COC(=O)C2=CC=C(C=C2)N(=O)=O)N3C=C(I)C(=O)NC3=O,R8151,7.4
CN(C)C1=NC=C(C=CC2=NC3=CC=C(I)C=C3S2)C=C1,R8152,7.4
COC(=O)C(N)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,R8153,0.8
COC(=O)C(N)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,R8154,7.6
COC1=C(I)C=C(OC2=C(I)C=C(CC(N)C(O)=O)C=C2I)C=C1,R8155,13.2
IC=1C=C(C[C@H](N)C(O)=O)C=CC1OC2=CC(I)=C(O)C(I)=C2,R8156,6.8
CNC1=CC=C(C=C1)C2=CC=C3C=CC=CC3=N2,R8157,7.4
O=C1NC2=C(C(=NC1)C3=CC=CC=C3)C=C(C=C2)C,R8158,7.4
CC1=CC2=C(NC(=O)CN=C2C3=CC=CC=C3)C=C1,R8159,7.4
CC1=NC2=CC=CC=C2N1C(=O)C3=CC=C(C)C=C3,R8160,7.4
CSC1=CC2=C(NC(=O)CN=C2C3=CC=CC=C3)C=C1,R8161,7.4
CC1=CC=CC(N2C(S)=NC3=C(C=CC=C3)C2=O)=C1C,R8162,7.4
ON1C(=C2C(=NC(=O)C1)C=CC(=C2)C)C3=CC=CC=C3,R8163,7.4
O=C1N(N(C(=O)C1C)C2=CC=CC=C2)C3=CC=CC=C3,R8164,7.4
COC1=CC2=C(NC(=O)CN=C2C3=CC=CC=C3)C=C1,R8165,7.4
OC(=O)CC1=CC=C(CN2C=NC3=CC=CC=C23)C=C1,R8166,7.4
CS(=O)C1=CC=CC2=C1C(=NCC(=O)N2)C3=CC=CC=C3,R8167,7.4
CC1C(=O)N(N(C1=O)C2=CC=C(O)C=C2)C3=CC=CC=C3,R8168,7.4
NN(CCC#N)C1=NC2=C(C=CC=C2O1)C3=CC=CC=C3,R8169,7.4
CC1=NN(C(NC2=CC=CC=C2)=C1N(=O)=O)C3=CC=CC=C3,R8170,8.5
NN(CCC#N)C1=NC2(CC=CC=C2O1)OC3=CC=CC=C3,R8171,7.4
NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=NC=C2C3=CC=CC=C3,R8172,6
OC(=O)CCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,R8173,7.4
OC(=O)CCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,R8174,2
OC(=O)CCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,R8175,6.5
OC(=O)CCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,R8176,3.4
OC(=O)CCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,R8177,4
OC(=O)CCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,R8178,8
OC(=O)CCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,R8179,4
OC(=O)CCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,R8180,7.4
OC(=O)CCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,R8181,1
OC(=O)CCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,R8182,7.4
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8183,7.4
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8184,7.4
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8185,4.5
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8186,2
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8187,4
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8188,4
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8189,7.4
OC(=O)[C@H](C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C,R8190,3
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8191,7
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,R8192,7
