SMILES,ID,pH
CCC1CCCC(C)C1N=C2NCCO2,R5458,7.4
CCN(CC)CCOCCN1C(C)=NC=C1N(=O)=O,R5459,9
CC(C)C(NC(=O)C(CCC(N)=O)NC(C)=O)C(N)=O,R5460,7
CC(C)C(NC(C)=O)C(=O)NC(CCC(N)=O)C(N)=O,R5461,7
CCC(C)C(NC(C)=O)C(=O)NC(CC(N)=O)C(N)=O,R5462,7
CCC(C)C(NC(=O)C(CC(N)=O)NC(C)=O)C(N)=O,R5463,7
CC(C)CC(NC(C)=O)C(=O)NC(CC(N)=O)C(N)=O,R5464,7
CC(C)C(NC(=O)C(C)NC(=O)CNC(C)=O)C(N)=O,R5465,7
CC(C)CC(NC(=O)CNC(C)=O)C(=O)NCC(N)=O,R5466,7
CN1CCN(CC1)C(=O)N=NC(=O)N2CCN(C)CC2,R5467,7.2
O1[C@@](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)([C@@H](O)[C@H](O)[C@H]1CO)CO,R5468,7
O1[C@@](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)([C@@H](O)[C@H](O)[C@H]1CO)CO,R5469,5.3
O1[C@@](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)([C@@H](O)[C@H](O)[C@H]1CO)CO,R5470,7.4
O1[C@@](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)([C@@H](O)[C@H](O)[C@H]1CO)CO,R5471,7.4
OCCNCCCC(=O)C1CCCCC1,R5472,7.4
CC(C)C(NC(=O)C(NC(C)=O)C(C)C)C(N)=O,R5473,7
CSCCC(NC(C)=O)C(=O)NC(C(C)C)C(N)=O,R5474,7
CCC(C)C(NC(=O)C(NC(C)=O)C(C)O)C(N)=O,R5475,7
CCCCC(CC(C)C)(NC(C)=O)C(N)=O,R5476,7
CCC(C)C(N)C(=O)NC(C(C)CC)C(O)=O,R5477,7
CCC(C)C(NC(=O)C(N)CC(C)C)C(O)=O,R5478,7
CCOC(=O)C(CS)NCCNC(CS)C(=O)OCC,R5479,7.5
CCN(C)C1=NC(=NC(=N1)N(C)CC)N(C)CC,R5480,7
CCCCCCCCCCCC(O)=O,R5481,7.2
CCCCCCCCCCCC(O)=O,R5482,7.2
CCCCCCSC1OC(CO)C(O)C(O)C1O,R5483,7.5
CCCCCCOC1OC(CO)C(O)C(O)C1O,R5484,7.5
CN(CCO)C1CC(C)(C)N(O)C(C)(C)C1,R5485,12
CCCCCCCCCCCCO,R5486,7
FC(F)(F)C1=CN=C(NC2=C(C(Cl)=C(C=C2N(=O)=O)C(F)(F)F)N(=O)=O)C(Cl)=C1,R5487,3
FC(F)(F)C1=CN=C(NC2=C(C(Cl)=C(C=C2N(=O)=O)C(F)(F)F)N(=O)=O)C(Cl)=C1,R5488,11
FC(F)(F)C1=CN=C(NC2=C(C=C(C=C2C(F)(F)F)N(=O)=O)N(=O)=O)C(Cl)=C1,R5489,3
FC(F)(F)C1=CN=C(NC2=C(C=C(C=C2C(F)(F)F)N(=O)=O)N(=O)=O)C(Cl)=C1,R5490,11
OC1=C(Cl)C=C(Cl)C(Cl)=C1CC2=C(Cl)C(Cl)=CC(Cl)=C2O,R5491,7.4
OC1=C(Cl)C=C(Cl)C(Cl)=C1CC2=C(Cl)C(Cl)=CC(Cl)=C2O,R5492,12.5
FCC1=NC(=CS1)C#CC2=CC(F)=CC(=C2)C#N,R5493,7.4
OC1=C(Br)C=C(C=NOC2=CC=C(C=C2N(=O)=O)N(=O)=O)C=C1Br,R5494,7
FC1=CC=C(C=C1)C2=NC3=CC=C(C=C3S2)N(=O)=O,R5495,7.4
CC1=NC(=CS1)C#CC2=CC(=CC(F)=C2)C#N,R5496,7.4
OC1=C(C=C(F)C=C1)C(=O)C2=CC=C(Cl)C=C2,R5497,7.3
OC1=C(Cl)C=C(Cl)C=C1C(=O)NC2=CC=C(F)C=C2,R5498,2.2
OC1=CC=C(Cl)C=C1C(=O)NC2=CC=C(C=C2Cl)N(=O)=O,R5499,9.6
ClC(Cl)=CCC1=C(O)C=2C(C(=O)C1=O)=CC=CC2,R5500,7.4
OC1=CC=C2N=C(SC2=C1)C3=CC=C(F)C=C3,R5501,7.4
FC1=CC=C(C=C1)C2=NC3=CC=CC=C3S2,R5502,7.4
OC(=O)C1=CC(=CC=C1O)C2=C(F)C=C(F)C=C2,R5503,7.4
OC(=O)C1=CC(=CC=C1O)C2=C(F)C=C(F)C=C2,R5504,2
OC(=O)C1=CC(=CC=C1O)C2=C(F)C=C(F)C=C2,R5505,7.4
OC(=O)C1=CC(=CC=C1O)C2=C(F)C=C(F)C=C2,R5506,7.4
OC(=O)C1=CC(=CC=C1O)C2=C(F)C=C(F)C=C2,R5507,7
OC(=O)C1=CC(=CC=C1O)C2=C(F)C=C(F)C=C2,R5508,7.4
OC(=O)C1=CC(=CC=C1O)C2=C(F)C=C(F)C=C2,R5509,7.4
OC(=O)C1=CC(=CC=C1O)C2=C(F)C=C(F)C=C2,R5510,7.4
CN1C(=O)C2=C(C=C(Br)C=C2)C3(CC(=O)NC3=O)C1=O,R5511,7.4
CN1C(=O)C2=C(C=C(Cl)C=C2)C3(CC(=O)NC3=O)C1=O,R5512,7.4
OC1=CC=CC=C1C(=O)NC2=CC=C(Cl)C=C2N(=O)=O,R5513,2.2
OC(=O)C1=CC=CC=C1NC2=C(Cl)C=CC=C2Cl,R5514,7.4
NC1=CC=C(C=C1)C2=NC3=CC=C(F)C=C3S2,R5515,7.4
OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,R5516,7.4
OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,R5517,7.5
OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,R5518,6.5
OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,R5519,1.2
OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,R5520,7.4
OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,R5521,7
OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,R5522,3.6
C1=CC2=CC3=CC=CC=C3N=C2C=C1,R5523,7.4
C1=CC2=CC3=CC=CC=C3N=C2C=C1,R5524,7
C1=CC2=CC3=CC=CC=C3N=C2C=C1,R5525,7
C1=CC2=CC3=CC=CC=C3N=C2C=C1,R5526,7
C1=CC=C2C(C=CC3=NC=CC=C23)=C1,R5527,7
NC1=CC2=C(C=C1)C3=CC=CC=C3C2=O,R5528,7.4
OC1=CC=C2N=C(SC2=C1)C3=CC=CC=C3,R5529,7.4
C1C2=CC=CC=C2C3=C1C=CC=C3,R5530,7
COP(=S)(OC1=C(Cl)C=C(Br)C(Cl)=C1)C2=CC=CC=C2,R5531,7
FC1(F)CCC2=C(C1)C(=O)C3=CC(Cl)=CC=C3N2,R5532,7.4
OC(=O)C1=CC=CC=C1NC2=CC=CC(Cl)=C2,R5533,7
OC1=CC=C(Cl)C=C1C(=O)NC2=CC=CC=C2,R5534,2.2
OC1=CC=CC=C1C(=O)NC2=CC=C(Cl)C=C2,R5535,2.2
OC1=CC=CC=C1C(=O)NC2=CC=CC=C2Cl,R5536,2.2
OC(=O)CN1C=CC(=C1)C(=O)C2=CC=C(Cl)C=C2,R5537,3
OC(=O)N1C=CC(=C1)C(=O)C2=CC=CC(Cl)=C2,R5538,3
OCC1COC2=C(Cl)C3=C(NC=C(C(O)=O)C3=O)C=C2O1,R5539,7.5
NS(=O)(=O)C1=C(Cl)C=C2N=C(NS(=O)(=O)C2=C1)C3=CC=CC=C3,R5540,6.5
NS(=O)(=O)C1=C(Cl)C=C2N=C(NS(=O)(=O)C2=C1)C3=CC=CC=C3,R5541,6.5
FC(F)(F)C1=CC=C(CN2C=CC=CC2=O)C=C1,R5542,7.4
FC(F)(F)C1=CC=C2C(=O)C3=C(CCC3)NC2=C1,R5543,7.4
FC(F)(F)S(=O)(=O)NC1=CC=C(C=C1)C2=CC=CC=C2,R5544,1
CC(C(O)=O)C1=CC=C(C2=NC=CS2)C(=C1)C(F)(F)F,R5545,2
CC(C(O)=O)C1=CC=C(C=C1)C2=NC(=CS2)C(F)(F)F,R5546,2
NC(=O)C1=CC=CN=C1NC2=CC=CC(C(F)(F)F)=C2,R5547,0.8
NC1=CC=C(C=C1)C2=CN3C=C(I)C=CC3=N2,R5548,7.4
OC(=O)CN1C=CC(=C1)C2=NC3=CC=CC=C3S2,R5549,3
OC(=O)C1=CC=CC=C1NC2=CC=CC(=C2)N(=O)=O,R5550,7
OC(=O)C1=CC=CC=C1NC2=CC=CC(=C2)N(=O)=O,R5551,2
CN1C(=O)C2=C(C=CC=C2)C3(CC(=O)NC3=O)C1=O,R5552,7.4
O=C1N(C2CCC(=O)NC2=O)C(=O)C3=CC=CC=C13,R5553,6.4
OC(=O)CN1C=CC(=C1)C(=O)C2=CC=C(C=C2)N(=O)=O,R5554,3
OC(=O)C(=O)NC1=NC(=CS1)C2=CC=C3OCCOC3=C2,R5555,2.6
OC(=O)C1=CC=CC=C1C2=CC=CC=C2,R5556,1
OC(=O)C1=CC=CC(OC2=CC=CC=C2)=C1,R5557,1
OC(=O)C1=CC=CC=C1OC2=CC=CC=C2,R5558,1
OC(=O)C1=CC=C(OC2=CC=CC=C2)C=C1,R5559,1
COC1=CC(NC(=O)C2=CC=CC=N2)=CC=C1Cl,R5560,7.4
CN1C(CC(O)=O)=CN=C1C(=O)C2=CC=C(Cl)C=C2,R5561,7.4
CN1C(CC(O)=O)=CN=C1C(=O)C2=CC=C(Cl)C=C2,R5562,2
ClC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2=CC=CC=C2,R5563,7.4
ClC1=CC=C2C(NCC3=NC=CN3)=CC=NC2=C1,R5564,7.4
ClC1=C2NC3=C(CCCC3)C(=O)C2=C(Cl)C=C1,R5565,7.4
ClC1=CC(Cl)=C2NC3=C(CCCC3)C(=O)C2=C1,R5566,7.4
ClC1=CC(Cl)=C2C(=O)C3=C(CCCC3)NC2=C1,R5567,7.4
ClC1=CC=C2C(=O)C3=C(CCCC3)NC2=C1Cl,R5568,7.4
ClC1=C(Cl)C=C2C(=O)C3=C(CCCC3)NC2=C1,R5569,7.4
COC(=O)C(NC(=O)C1=CC=CN=C1)N2C=C(F)C(=O)NC2=O,R5570,7.4
FC1=C2NC3=C(CCCC3)C(=O)C2=C(F)C=C1,R5571,7.4
FC1=CC(F)=C2NC3=C(CCCC3)C(=O)C2=C1,R5572,7.4
FC1=CC(F)=C2NC3=C(CCCC3)C(=O)C2=C1,R5573,7.4
FC1=CC=C2C(=O)C3=C(CCCC3)NC2=C1F,R5574,7.4
FC1=C(F)C=C2C(=O)C3=C(CCCC3)NC2=C1,R5575,7.4
IC1=CC(=CC=C1)C(=O)NCCN2C(=O)C=CC2=O,R5576,7.4
NC1=CC=2CC=3C(C2C=C1)=CC=CC3,R5577,7.4
CN1C2=CC=CC=C2C3=C1C=CC=C3,R5578,12
O=C(NC1=CC=CC=C1)C2=CC=CC=C2,R5579,7.4
N#CCCOC1=CC=CC2=C1C=CC=C2,R5580,6.4
OC(=O)C1=CC=CC=C1NC2=CC=CC=C2,R5581,7
OC(=O)C1=CC=CC=C1NC2=CC=CC=C2,R5582,2
OC1=C(C=CC=C1)C(=O)NC2=CC=CC=C2,R5583,2.2
OC(=O)C1=CC=CC=C1NC2=CC=CC(O)=C2,R5584,7
OC(=O)C1=CC=CC=C1NC2=CC=CC(O)=C2,R5585,2
OC1=CC=CC(O)=C1C(=O)NC2=CC=CC=C2,R5586,7
COC1=CC(=O)C2=C(C=C3C4CC4CN23)C1=O,R5587,7.4
OC(=O)CC1=CC=C(N1)C(=O)C2=CC=CC=C2,R5588,3
CCN1C=C(C(O)=O)C(=O)C2=C1C=C3OCOC3=C2,R5589,7.2
CCN1C=C(C(O)=O)C(=O)C2=C1C=C3OCOC3=C2,R5590,7.2
CCN1C=C(C(O)=O)C(=O)C2=C1C=C3OCOC3=C2,R5591,7
CCN1C=C(C(O)=O)C(=O)C2=C1C=C3OCOC3=C2,R5592,7.4
CCN1C=C(C(O)=O)C(=O)C2=C1C=C3OCOC3=C2,R5593,4
CCN1C=C(C(O)=O)C(=O)C2=C1C=C3OCOC3=C2,R5594,3
NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1,R5595,12
O=S(CC1=CC=CC=N1)C2=NC3=CC=CC=C3N2,R5596,5
CCOC(=O)N1C2=CC=CC=C2N=C1C3=CSC=N3,R5597,6
CN1C(C(=O)NC2=NC=CS2)=C(O)C3=CC=CC=C3S1(=O)=O,R5598,7.4
CN1C(C(=O)NC2=NC=CS2)=C(O)C3=CC=CC=C3S1(=O)=O,R5599,6
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C3=C(C=CS3)S1(=O)=O,R5600,12
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C3=C(C=CS3)S1(=O)=O,R5601,7.4
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C3=C(C=CS3)S1(=O)=O,R5602,6
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C3=C(C=CS3)S1(=O)=O,R5603,5
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C3=C(C=CS3)S1(=O)=O,R5604,2
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C3=C(C=CS3)S1(=O)=O,R5605,4
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C3=C(C=CS3)S1(=O)=O,R5606,3
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C3=C(C=CS3)S1(=O)=O,R5607,6.6
CN1C(C=C(OC2=CC=CC=C2)C(O)=O)=NC=C1N(=O)=O,R5608,4.6
CN1C(CC(O)=O)=CN=C1C(=O)C2=CC=C(C=C2)N(=O)=O,R5609,7.4
CN1C(CC(O)=O)=CN=C1C(=O)C2=CC=C(C=C2)N(=O)=O,R5610,2
BrC1=CC=C2C(=O)C3=C(CCCC3)NC2=C1,R5611,7.4
BrC1=CC=C2NC3=C(CCCC3)C(=O)C2=C1,R5612,7.4
ClC1=C2NC3=C(CCCC3)C(=O)C2=CC=C1,R5613,7.4
ClC1=CC=C2C(=O)C3=C(CCCC3)NC2=C1,R5614,7.4
ClC1=CC=C2NC3=C(CCCC3)C(=O)C2=C1,R5615,7.4
ClC1=C2C(=O)C3=C(CCCC3)NC2=CC=C1,R5616,7.4
OC(=O)C(CC1=CC=C(Cl)C=C1)N2C=CC=C2,R5617,7
CC(C(O)=O)C1=CC=C(C2=NC=C(C)S2)C(Cl)=C1,R5618,2
CC(C(O)=O)C1=CC=C(C2=NC(C)=CS2)C(Cl)=C1,R5619,2
COC1=C(Cl)C=C2C(=O)C3=C(CCSC3)NC2=C1,R5620,7.4
COC1=C(Cl)C=C2C(=O)C3=C(CCS(=O)C3)NC2=C1,R5621,7.4
COC1=C(Cl)C=C2C(=O)C3=C(CCS(=O)(=O)C3)NC2=C1,R5622,7.4
ClC1=C(NCNC2=C(Cl)C=CC=C2)C=CC=C1,R5623,7.4
CC(C)(C)C(=O)C(=NNC1=C(Cl)C=C(Cl)C(Cl)=C1)C#N,R5624,7
FC1=C2NC3=C(CCCC3)C(=O)C2=CC=C1,R5625,7.4
FC1=CC=C2C(=O)C3=C(CCCC3)NC2=C1,R5626,7.4
OC(=O)C(CC1=CC=C(F)C=C1)N2C=CC=C2,R5627,7
CC(C(O)=O)C1=CC=C(C2=NC=C(C)S2)C(F)=C1,R5628,2
CC(C(O)=O)C1=CC=C(C2=NC(C)=CS2)C(F)=C1,R5629,2
CNC1=C2N=CN(CC3=CC=CC=C3F)C2=NC=N1,R5630,10
CNC1=C2C=NN(CC3=CC=CC=C3F)C2=NC=N1,R5631,10
OC(CN1C=NC=N1)(CN2C=NC=N2)C3=CC=C(F)C=C3F,R5632,7.4
CCS(=O)(=O)C1=C(NN=C(C#N)C(C)=O)C=C(C=C1)C(F)(F)F,R5633,7
FC(F)(F)C1=CC=C2NC(NCCC3=CNC=N3)=NC2=C1,R5634,11
FC(F)(F)C1=CC=C2NC(NCCC3=CNC=N3)=NC2=C1,R5635,7.4
IC1=CC=C2NC3=C(CCCC3)C(=O)C2=C1,R5636,7.4
N1(C2=C(C=3C1=CC=CC3)C=CN=C2C)C,R5637,12
COC1=CC=C2C(NC3=C(C)N=CC=C23)=C1,R5638,13
COC1=CC=C2C(NC3=C(C)N=CC=C23)=C1,R5639,4
NC1=CC(NC2=CC=CC=C2C(O)=O)=CC=C1,R5640,7
C=CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,R5641,3
CN1C(CC(O)=O)=CN=C1C(=O)C2=CC=CC=C2,R5642,7.4
CN1C(CC(O)=O)=CN=C1C(=O)C2=CC=CC=C2,R5643,2
CN1C(=CN=C1C(=O)C2=CC=C(C)C=C2)C(O)=O,R5644,7.4
CN1C(=CN=C1C(=O)C2=CC=C(C)C=C2)C(O)=O,R5645,2
O=C1C2=C(CCCC2)NC3=CC(=CC=C13)N(=O)=O,R5646,7.4
O=C1C2=C(CCCC2)NC3=CC=C(C=C13)N(=O)=O,R5647,7.4
NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C2=CC=CC=C2,R5648,7.5
CC(C(O)=O)C1=CC=C(C=C1)C2=NC(=CS2)C(N)=O,R5649,2
CC(=O)ON=C1C=CN(OC(C)=O)C2=C1C=CC=C2,R5650,7
COC1=CC=C(C=C1)C(=O)C2=NC=C(N2C)C(O)=O,R5651,7.4
COC1=CC=C(C=C1)C(=O)C2=NC=C(N2C)C(O)=O,R5652,2
CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)N(=O)=O,R5653,7.4
CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)N(=O)=O,R5654,7.4
S=C(NC1=CC=CC=C1)NC2=CC=CC=C2,R5655,12
S=C(NC1=CC=CC=C1)NC2=CC=CC=C2,R5656,6.5
CN1C(N)=NC2=NC=C(C=C12)C3=CC=CC=C3,R5657,7.4
O=C1CCC(=NN1)C2=CC=C(C=C2)N3C=CN=C3,R5658,7.4
COC1=C(C=CC(=C1)S(C)=O)C2=NC3=NC=NC=C3N2,R5659,7.4
COC1=C(C=CC(=C1)S(C)=O)C2=NC3=NN=CC=C3N2,R5660,7.4
COC1=C(C=CC(=C1)S(C)=O)C2=NC3=NC=CN=C3N2,R5661,7.4
COC1=C(C=CC(=C1)S(C)=O)C2=NC3=CN=NC=C3N2,R5662,7.4
OC(=O)CCC1=CC=C2C=CC=CC2=C1,R5663,7.4
OC(=O)CCOC1=C2C=CC=CC2=CC=C1,R5664,2
COC1=CC2=CC=C(CC(O)=O)C=C2C=C1,R5665,1
CC(O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O,R5666,0.5
COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=CC=CC=C2Cl)=N1,R5667,2
CC(C)(OCC1=CC2=CC(Cl)=CC=C2O1)C(O)=O,R5668,7.4
CC(C)(OCC1=COC2=C1C=C(Cl)C=C2)C(O)=O,R5669,7.4
OCC1COC(CN2C=NC=N2)(O1)C3=CC=C(Cl)C=C3Cl,R5670,7
CON=C1CCCC(=C1)C#CC2=CSC(CF)=N2,R5671,7.4
COC1=C(C=C(CC2=C(N)N=C(N)N=C2)C=C1)C(F)(F)F,R5672,1
CN1N=NN=C1SCC2=C(N3C(SC2)C(NC(=O)CSC(F)(F)F)C3=O)C(O)=O,R5673,7.4
OCC(O)C1OC(=O)C(O)=C1OCC2=CC=CC(I)=C2,R5674,7.4
OCC(O)C1OC(=O)C(OCC2=CC=CC(I)=C2)=C1O,R5675,7.4
CN(C1=CC=CC=C1)C2=CC=CC=C2,R5676,13
O=C1C2=C(CCCC2)NC3=CC=CC=C13,R5677,7.4
OC(=O)C(CC1=CC=CC=C1)N2C=CC=C2,R5678,7
CC(NC1=CC=CC2=CC=CC=C12)C(O)=O,R5679,7.2
CC(NC1=CC=C2C=CC=CC2=C1)C(O)=O,R5680,7.2
COC1=CC=C2C(=O)C3=C(CCC3)NC2=C1,R5681,7.5
CC(C(O)=O)C1=CC=C(C=C1)C2=NC=C(C)S2,R5682,2
CC(C(O)=O)C1=CC=C(C=C1)C2=NC(C)=CS2,R5683,2
CC(C(O)=O)C1=CC=C(C2=NC=CS2)C(C)=C1,R5684,2
CSC1=CC(=CC=C1C2=NC=CS2)C(C)C(O)=O,R5685,2
OC(=O)C(CC1=CC=C(O)C=C1)N2C=CC=C2,R5686,7
CC(C(O)=O)C1=CC=C(C=C1)C2=NC(CO)=CS2,R5687,2
COC1=CC(=CC=C1C2=NC=CS2)C(C)C(O)=O,R5688,2
OC(=O)C1CCN1C(=O)COC(=O)C2=CC=CC=C2,R5689,2
CC1=NC(N)=C(C)C2=C1C3=CC=CC=C3N2,R5690,7.4
NNC(=O)C1=CC(CC2=CC=CC=C2)=NC=C1,R5691,7.4
CN1C(C=CC2=CC=C(C)C=C2)=NC=C1N(=O)=O,R5692,7.4
CC1=CC=C(C=CC2=NC=C(N2CO)N(=O)=O)C=C1,R5693,7.4
CN1C(=O)NC2=C(N(CC3=CC=CC=C3)C=N2)C1=N,R5694,7.4
CN1C(=O)NC2=C(N=CN2CC3=CC=CC=C3)C1=N,R5695,7.4
NC1=C(CC2=CC=CC=C2)C3=C(N1)C(=O)NC(N)=N3,R5696,7.4
OCCN1C=NC2=C1N=C(NC3=CC=CC=C3)NC2=O,R5697,7
C(CC1=CNC=N1)NC2=NC3=CC4=C(OCO4)C=C3N2,R5698,11
C(CC1=CNC=N1)NC2=NC3=CC4=C(OCO4)C=C3N2,R5699,7.4
S(=O)(=O)(N)C1=CC=C(\N=N\C2=C(C=C(N)C=C2N)C(O)=O)C=C1,R5700,7.4
S(=O)(=O)(NC(=O)NC=1N=C(N=C(OC)N1)C)C=2C(=CC=CC2)C(O)=O,R5701,7
COC1=CC=C(C=C1)C2=C(N)N=C3N=C(N)N=C(N)C3=N2,R5702,7.4
CCC1=C(C)NC2=CC(OC)=C(Br)C=C2C1=O,R5703,7.4
CC(C)C1(C)N=C(NC1=O)C2=NC=C(Br)C=C2C(O)=O,R5704,1.8
CC(C)C1(C)N=C(NC1=O)C2=NC=C(Br)C=C2C(O)=O,R5705,7
CC(C(O)=O)C1=CC(Cl)=C(C=C1)N2CC=CC2,R5706,7.4
CC(C(O)=O)C1=CC(Cl)=C(C=C1)N2CC=CC2,R5707,1
CCC1=C(C)NC2=CC(OC)=C(Cl)C=C2C1=O,R5708,7.4
CC(C)(C)C(=O)C(=NNC1=CC=CC(Cl)=C1)C#N,R5709,7
ClC1=CC=C(C=C1)N2CC(=NC2=O)N3CCOCC3,R5710,5.9
ClC1=CC=C(C=C1)N2CC(=NC2=O)N3CCOCC3,R5711,6.9
ClC1=CC=C(C=C1)N2CC(=NC2=O)N3CCOCC3,R5712,7.9
ClC1=CC=C(C=C1)N2CC(=NC2=O)N3CCOCC3,R5713,9
ClC1=CC=C(C=C1)N2CC(=NC2=O)N3CCOCC3,R5714,9.9
ClC1=CC=C(C=C1)N2CC(=NC2=O)N3CCOCC3,R5715,10.9
ClC1=CC=C2SC(=O)N(CC(=O)N3CCNCC3)C2=C1,R5716,7.4
ClC1=CC=C2SC(=O)N(CC(=O)N3CCNCC3)C2=C1,R5717,10.8
ClC1=CC=C2NC(NCCCC3=CN=CN3)=NC2=C1,R5718,11
ClC1=CC=C2NC(NCCCC3=CN=CN3)=NC2=C1,R5719,7.4
COC1=CC(OC)=C(Cl)C(CC2=C(N)N=C(N)N=C2)=C1Cl,R5720,7.4
CCC1=C(C)NC2=CC(OC)=C(F)C=C2C1=O,R5721,7.4
CC1=CC=CC(C)=C1/C=C/C2=CNC=N2,R5722,7.4
NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,R5723,7.4
O=C1N2C=CC=CC2=NC3=C1CCCCC3,R5724,5
CC1=CC=CN2C(=O)C3=C(CCCC3)N=C12,R5725,5
O=C1N2C(=NC=3CCCCC31)C(=CC=C2)C,R5726,5
CC1=CC=CC2=NC3=C(CCCC3)C(=O)N12,R5727,5
O=C1N2C(=NC=3CCCCC31)C=CC=C2C,R5728,5
CC1=CN2C(=O)C3=C(CCCC3)N=C2C=C1,R5729,5
O=C1N2CCCCCC2=NC3=C1C=CC=C3,R5730,5
CN1CCC2=C(C1)C(=O)C3=CC=CC=C3N2,R5731,7.4
CCCCC1=CC=C2C(=C1)C(=CC=N2=O)N(=O)=O,R5732,7
CC(C)(C)C1=CC=C2C(=C1)C(=CC=N2=O)N(=O)=O,R5733,7
CCC1(C(=O)NC(=O)N(C)C1=O)C2=CC=CC=C2,R5734,7.4
CCC1(C(=O)NC(=O)N(C)C1=O)C2=CC=CC=C2,R5735,0.7
CCC1(C(=O)NC(=O)N(C)C1=O)C2=CC=CC=C2,R5736,8.9
CCC1(C(=O)NC(=O)N(C)C1=O)C2=CC=CC=C2,R5737,2
CC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O,R5738,2
CC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O,R5739,4.5
CC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O,R5740,6.6
CC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O,R5741,7.4
CC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O,R5742,8.5
CC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O,R5743,11
CNCC1=CC=C(C=C1)C(=O)C2=CSC(=C2)S(N)(=O)=O,R5744,7.4
CC(=O)OC1=CC=CC=C1C(=O)OCC(=O)NCC(N)=O,R5745,7.4
OC(=O)C1=CC=CC=C1OC(=O)CCCC(ON(=O)=O)CON(=O)=O,R5746,7.4
CN(C)C1=NC2=C(C=CC3=NC=CC=C23)N1C,R5747,7.4
CC1=NOC(=N1)C2=CC3=C(NC=C3CCN)C=C2,R5748,7.4
O1C=2C=C(CC=3C(=NC(=NC3)N)N)C(=CC2OC1)C,R5749,7.4
COC1=C2OCOC2=CC(CC3=C(N)N=C(N)N=C3)=C1,R5750,7.4
CN(CC1=CC=CC=C1)C(=O)C2=C(C(C)=NN2)N(=O)=O,R5751,1
CC1=NNC(C(=O)NCCC2=CC=CC=C2)=C1N(=O)=O,R5752,1
CCOC(=O)C1=CC=C2OC(=NC2=C1)N(N)CCC#N,R5753,7.4
O=N(=O)C1=CC=C2NC(NCCCC3=CNC=N3)=NC2=C1,R5754,11
O=N(=O)C1=CC=C2NC(NCCCC3=CNC=N3)=NC2=C1,R5755,7.4
CNC(NC1=CC(=CC=C1)C2=CSC(N=C(N)N)=N2)=NC#N,R5756,9
CCOC(=O)COC(=O)C1=CC=CC=C1OC(C)=O,R5757,7.4
ClC1=CC=CC(Br)=C1N(CC2CC2)C3=NCCN3,R5758,7.4
FC1=CC=CC(Br)=C1N(CC2CC2)C3=NCCN3,R5759,7.4
COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1Br,R5760,7.4
BrC1=CC(Br)=C(C=C1)N(CC2CC2)C3=NCCN3,R5761,7.4
CC(=C)CN(C1=NCCN1)C2=C(Br)C=CC=C2Br,R5762,7.4
BrC1=CC=CC(Br)=C1N(CC2CC2)C3=NCCN3,R5763,7.4
BrC1=CC(N(CC2CC2)C3=NCCN3)=C(Br)C=C1,R5764,7.4
CC=CCN(C1=NCCN1)C2=C(Br)C=CC=C2Br,R5765,7.4
BrC1=CC=CC(N(CC2CC2)C3=NCCN3)=C1Br,R5766,7.4
BrC1=CC=CC(Br)=C1N(CCC=C)C2=NCCN2,R5767,7.4
